id,date,amount,card,id_merchant
2295,2018-02-21 20:40,5.2,4.96292E+18,30
1213,2018-02-21 22:24,10.07,5.84227E+11,68
1137,2018-02-21 23:56,10.67,3.56195E+15,77
1324,2018-02-22 1:15,12.35,3.51711E+15,122
2214,2018-02-22 5:56,3.54,4.2791E+18,82
2952,2018-02-22 6:40,19.58,3.56107E+15,121
1818,2018-02-22 7:59,11.64,3.58135E+15,41
520,2018-02-22 17:56,7.34,1.80099E+14,146
623,2018-02-22 17:59,0.93,4.6819E+12,93
1483,2018-02-22 22:15,11.11,4.27647E+12,132
3447,2018-02-23 0:41,3.12,5.5706E+15,10
3396,2018-02-23 10:13,1.26,4.31965E+12,26
3431,2018-02-23 10:46,2.48,3.56195E+15,112
714,2018-02-23 12:26,2.63,4.31965E+12,44
312,2018-02-23 13:04,6.96,4.86676E+18,23
1929,2018-02-23 13:05,4.08,4.64401E+18,78
850,2018-02-23 14:39,0.73,4.53999E+15,68
1141,2018-02-23 18:49,11.01,3.72415E+14,22
2596,2018-02-23 18:53,17.17,4.15072E+15,51
1939,2018-02-23 20:00,3.26,5.17595E+15,50
3204,2018-02-24 0:03,16.59,4.83448E+15,64
624,2018-02-24 2:18,1.13,5.0188E+11,145
1298,2018-02-24 4:59,11.36,4.2791E+18,45
666,2018-02-24 7:59,2.9,5.5706E+15,139
2227,2018-02-24 11:53,1.13,5.03843E+11,134
1533,2018-02-24 13:57,10.18,5.01809E+11,124
605,2018-02-24 14:48,3.4,4.7432E+18,102
974,2018-02-24 19:19,10.16,4.2791E+18,2
630,2018-02-24 19:20,3.92,4.15072E+15,82
1309,2018-02-25 0:52,12.07,5.29719E+15,85
1945,2018-02-25 1:59,3.83,5.29719E+15,25
3370,2018-02-25 2:33,2.7,4.26849E+15,37
1356,2018-02-25 7:37,11.68,5.13584E+15,107
3007,2018-02-25 7:55,18.14,3.53565E+15,43
3100,2018-02-25 8:23,15.1,4.83448E+15,138
3371,2018-02-25 8:52,2.55,3.56107E+15,20
3154,2018-02-25 9:36,18.32,4.53999E+15,75
2547,2018-02-25 10:00,18.03,4.16531E+18,61
1760,2018-02-25 11:23,10.49,3.51711E+15,127
2112,2018-02-25 13:40,2.92,3.00633E+13,43
2559,2018-02-25 16:09,14.91,4.18816E+15,58
2631,2018-02-25 16:54,18.53,4.16531E+18,91
3400,2018-02-25 17:30,2.85,4.7432E+18,113
708,2018-02-26 1:52,1.01,6.75911E+11,81
1272,2018-02-26 3:00,10.35,5.29719E+15,87
3349,2018-02-26 3:29,2.14,4.27647E+12,119
2402,2018-02-26 3:56,2.38,3.51711E+15,81
492,2018-02-26 7:25,7.23,3.76028E+14,66
2842,2018-02-26 7:31,13.46,4.58696E+18,21
3207,2018-02-26 9:57,17.87,4.72378E+18,4
1796,2018-02-26 10:39,10.21,3.56195E+15,52
52,2018-02-27 0:02,7.11,3.76028E+14,88
3008,2018-02-27 1:20,19.67,4.26849E+15,95
17,2018-02-27 5:09,6.35,4.64401E+18,2
2003,2018-02-27 6:33,5.3,5.03843E+11,102
2836,2018-02-27 8:27,18.52,6.75911E+11,6
5,2018-02-27 9:20,6.03,4.15072E+15,18
144,2018-02-27 12:53,11.36,5.01809E+11,136
1842,2018-02-27 15:27,1145,3.58135E+15,33
924,2018-02-28 0:50,10.21,3.51711E+15,56
751,2018-02-28 2:06,0.91,3.72415E+14,79
625,2018-02-28 4:36,1.41,3.53565E+15,101
138,2018-02-28 9:00,6.16,4.53999E+15,2
2183,2018-02-28 9:13,2.59,4.96292E+18,139
3394,2018-02-28 13:56,1.18,3.72415E+14,28
1216,2018-03-01 3:52,11.34,5.50071E+15,126
2424,2018-03-01 10:05,4.47,2.13194E+14,148
455,2018-03-01 15:32,10.46,5.5706E+15,120
223,2018-03-01 18:42,6.13,5.0188E+11,22
2644,2018-03-01 20:03,15.53,3.5822E+15,39
1005,2018-03-01 21:29,1119,3.00783E+13,19
2572,2018-03-01 23:00,12.65,5.36178E+15,135
433,2018-03-01 23:17,9.26,5.50071E+15,121
2799,2018-03-01 23:38,20.22,4.02791E+15,72
2321,2018-03-02 2:48,3.12,6.01199E+15,127
101,2018-03-02 3:35,4.4,3.00783E+13,111
2277,2018-03-02 6:42,1.49,5.0188E+11,126
1791,2018-03-02 9:24,10.56,4.83448E+15,124
2325,2018-03-02 11:05,1.92,2.13194E+14,44
3336,2018-03-02 11:42,1.37,5.13584E+15,63
366,2018-03-02 12:56,6.25,2.13194E+14,67
3001,2018-03-02 12:57,16.54,5.29719E+15,31
2232,2018-03-02 13:14,1.1,3.00633E+13,76
1315,2018-03-02 17:30,10.19,5.29719E+15,68
547,2018-03-02 17:44,2.05,5.84227E+11,19
992,2018-03-02 18:37,10.02,5.50071E+15,88
3118,2018-03-02 18:53,15.95,3.00783E+13,72
3420,2018-03-02 19:34,1.77,4.71177E+15,23
1397,2018-03-02 19:40,10.06,6.01199E+15,19
1150,2018-03-02 23:23,12.42,4.31965E+12,65
251,2018-03-03 2:05,3.49,3.51711E+15,88
3357,2018-03-03 2:17,2.85,3.0143E+13,138
2524,2018-03-03 5:07,18.03,1.80099E+14,111
3238,2018-03-03 8:42,19.5,4.6819E+12,23
2394,2018-03-03 11:05,5.34,4.26849E+15,1
667,2018-03-03 11:08,3.69,5.36178E+15,126
3319,2018-03-03 13:04,18.44,4.27647E+12,90
1835,2018-03-03 14:02,10.28,3.00783E+13,37
1663,2018-03-03 14:14,11.32,3.0143E+13,84
3090,2018-03-03 18:45,17.94,4.498E+12,130
1342,2018-03-04 0:52,10.85,4.83448E+15,48
3136,2018-03-04 3:56,15.4,4.74104E+12,67
2413,2018-03-04 4:38,2.02,4.26849E+15,12
622,2018-03-04 6:20,3.07,5.50071E+15,81
332,2018-03-04 7:04,2.23,5.13584E+15,48
420,2018-03-04 10:13,4.53,2.13194E+14,116
2155,2018-03-04 12:58,1.94,5.84227E+11,117
70,2018-03-04 13:32,5.7,3.0182E+13,150
2789,2018-03-04 15:50,1534,3.0182E+13,118
827,2018-03-04 17:41,2.98,5.50071E+15,141
787,2018-03-04 19:14,3.42,5.17595E+15,129
1494,2018-03-04 20:41,12.29,4.15984E+18,99
610,2018-03-04 20:48,1.13,3.76028E+14,109
1211,2018-03-04 22:35,11.32,4.64401E+18,100
2050,2018-03-04 23:28,3.64,5.84227E+11,79
3025,2018-03-05 0:15,15.73,5.84227E+11,31
304,2018-03-05 5:48,5.98,4.7432E+18,75
2464,2018-03-05 6:18,15.48,4.6819E+12,85
2246,2018-03-05 6:58,2.05,4.53999E+15,116
2486,2018-03-05 7:34,16.58,4.31965E+12,135
2451,2018-03-05 8:26,1617,5.5706E+15,4
2928,2018-03-05 10:19,19.69,4.27647E+12,139
508,2018-03-05 11:06,5.01,3.00633E+13,51
580,2018-03-05 11:39,3.19,4.26369E+15,111
3403,2018-03-05 12:32,1.68,4.26849E+15,43
2327,2018-03-05 14:58,4.54,4.15072E+15,39
2856,2018-03-05 15:43,17.06,4.86676E+18,142
2172,2018-03-06 2:12,3.83,4.53999E+15,120
1448,2018-03-06 3:48,10.94,4.18816E+15,66
219,2018-03-06 4:01,4.1,4.86676E+18,127
2005,2018-03-06 5:30,5.57,3.56107E+15,37
2840,2018-03-06 7:18,1334,4.31965E+12,87
2602,2018-03-06 11:34,17.3,6.50024E+15,66
438,2018-03-06 12:39,5.62,3.53565E+15,46
2750,2018-03-06 13:24,18.8,4.18816E+15,132
1903,2018-03-06 16:09,10.82,3.4412E+14,65
1030,2018-03-06 20:15,12.6,4.2791E+18,59
1611,2018-03-07 0:05,12.92,3.4412E+14,126
2911,2018-03-07 2:46,15.55,5.03843E+11,77
1773,2018-03-07 2:52,10.92,5.03843E+11,54
185,2018-03-07 3:03,6.46,5.50071E+15,118
2368,2018-03-07 4:00,1.41,1.80099E+14,50
1918,2018-03-07 5:49,12.91,4.71177E+15,140
353,2018-03-07 9:22,3.97,4.15984E+18,146
746,2018-03-07 16:45,2.88,4.31965E+12,84
283,2018-03-07 17:14,4.77,4.26849E+15,101
2027,2018-03-07 18:43,1.26,3.56195E+15,115
1276,2018-03-07 19:07,10.18,4.498E+12,117
1133,2018-03-07 19:14,10.37,4.498E+12,45
1406,2018-03-07 22:35,11.16,5.0188E+11,117
2013,2018-03-08 0:32,4.89,6.50024E+15,114
1023,2018-03-08 4:08,10.21,5.0188E+11,32
3428,2018-03-08 7:46,1.37,5.17595E+15,48
1771,2018-03-08 9:02,10.84,4.71177E+15,61
1999,2018-03-08 9:47,2.99,5.29719E+15,110
73,2018-03-08 15:38,8.19,4.02791E+15,118
1582,2018-03-08 16:31,11.22,4.16531E+18,134
641,2018-03-08 17:36,3.23,5.03843E+11,150
2239,2018-03-08 18:56,1.32,4.58696E+18,44
2573,2018-03-08 20:11,20.71,3.00633E+13,19
2620,2018-03-08 20:28,18.21,4.58696E+18,101
3097,2018-03-09 0:13,18.11,6.01199E+15,70
2030,2018-03-09 0:31,3.63,3.51711E+15,5
2226,2018-03-09 2:18,3.67,4.6819E+12,85
2117,2018-03-09 3:31,5.02,4.50641E+15,66
2205,2018-03-09 3:59,2.04,3.72415E+14,108
38,2018-03-09 4:51,389,3.58135E+15,76
1866,2018-03-09 5:28,11.77,4.02791E+15,126
3176,2018-03-09 5:47,12.15,3.4412E+14,99
2449,2018-03-09 11:21,5.45,3.0143E+13,117
3197,2018-03-09 11:41,15.72,5.01809E+11,68
463,2018-03-09 12:18,8.63,4.74104E+12,28
995,2018-03-09 13:47,10.18,4.50641E+15,103
1032,2018-03-09 13:55,10.72,3.00783E+13,26
2609,2018-03-09 14:53,16.07,3.51711E+15,117
1429,2018-03-09 14:55,10.54,4.83448E+15,60
1149,2018-03-09 16:30,10.92,4.96292E+18,65
2822,2018-03-09 23:28,16.38,2.13194E+14,38
1366,2018-03-09 23:41,11.7,3.56195E+15,2
290,2018-03-10 0:20,8.15,5.5706E+15,44
269,2018-03-10 0:47,8.45,4.58696E+18,5
472,2018-03-10 2:22,5.09,4.15984E+18,135
1699,2018-03-10 3:53,10.86,3.0182E+13,97
586,2018-03-10 5:41,1.68,5.17595E+15,69
373,2018-03-10 6:05,4.69,4.15984E+18,92
929,2018-03-10 8:52,13.53,6.75911E+11,109
2270,2018-03-10 13:05,4.65,3.00633E+13,130
201,2018-03-10 13:26,6.79,4.498E+12,115
2323,2018-03-10 19:52,4.13,6.75911E+11,64
575,2018-03-10 23:00,0.76,3.51711E+15,2
2863,2018-03-10 23:42,18.88,4.27647E+12,14
3081,2018-03-11 0:57,18.36,5.5706E+15,48
960,2018-03-11 3:59,10.78,2.13194E+14,98
1646,2018-03-11 4:02,10.13,5.36178E+15,145
1036,2018-03-11 4:40,12.67,4.96292E+18,9
1203,2018-03-11 9:33,10.08,4.86676E+18,34
1467,2018-03-11 11:44,10.2,3.51711E+15,49
925,2018-03-11 15:47,10.79,1.80099E+14,142
418,2018-03-11 17:34,7.19,5.5706E+15,109
3267,2018-03-11 19:37,13.57,4.31965E+12,70
1263,2018-03-11 21:52,10.4,4.27647E+12,39
3438,2018-03-11 22:09,3.35,3.00633E+13,78
3268,2018-03-11 22:39,18.05,3.53565E+15,38
2610,2018-03-12 0:44,1530,5.0188E+11,20
1566,2018-03-12 1:00,10.1,3.72415E+14,89
2682,2018-03-12 4:06,15.13,5.36178E+15,143
2081,2018-03-12 5:07,3.79,6.75911E+11,77
2749,2018-03-12 5:29,22.49,6.01199E+15,147
1242,2018-03-12 6:01,10.69,4.27647E+12,73
3273,2018-03-12 6:23,17.37,6.50024E+15,50
1194,2018-03-12 8:57,11.55,5.17595E+15,88
2021,2018-03-12 9:08,1.65,3.72415E+14,13
2990,2018-03-12 13:06,20.53,4.71177E+15,42
3314,2018-03-12 14:09,20.52,5.13584E+15,135
2009,2018-03-12 17:16,3.08,3.72415E+14,76
1785,2018-03-12 19:29,10.14,2.13194E+14,143
807,2018-03-12 20:04,2.41,1.80099E+14,60
3368,2018-03-12 21:31,1.62,5.01809E+11,70
1470,2018-03-12 22:14,10.84,4.15072E+15,21
2287,2018-03-13 1:03,2.69,3.76028E+14,98
731,2018-03-13 3:50,2.97,3.51711E+15,144
966,2018-03-13 10:35,10,5.50071E+15,63
2358,2018-03-13 11:42,1.88,4.72378E+18,28
2615,2018-03-13 18:40,15.06,2.13194E+14,119
1064,2018-03-13 20:05,10.46,3.4412E+14,5
3413,2018-03-13 22:45,2.76,4.58696E+18,83
1576,2018-03-14 13:39,11.33,4.76105E+18,143
2254,2018-03-14 16:12,5.16,4.72378E+18,128
3383,2018-03-14 16:32,3.1,4.74104E+12,75
999,2018-03-14 18:42,10.39,5.17595E+15,107
1864,2018-03-14 20:45,11.79,3.0182E+13,13
2790,2018-03-14 21:33,18.35,5.01809E+11,102
1573,2018-03-14 22:20,10.02,6.01199E+15,18
33,2018-03-14 23:24,7.22,4.26849E+15,142
1503,2018-03-15 1:47,10.18,5.84227E+11,128
164,2018-03-15 3:52,3.64,4.6819E+12,106
2018,2018-03-15 6:35,4.09,4.26849E+15,126
2883,2018-03-15 6:41,15.24,6.75911E+11,33
1258,2018-03-15 7:30,11.12,2.13194E+14,87
2532,2018-03-15 10:11,18.01,4.96292E+18,134
926,2018-03-15 13:06,10.9,6.01199E+15,141
2410,2018-03-15 18:24,3.2,4.15984E+18,126
2293,2018-03-16 1:07,2.29,4.50641E+15,104
2388,2018-03-16 2:04,4.2,3.72415E+14,54
271,2018-03-16 4:29,3.02,4.96292E+18,10
653,2018-03-16 4:32,2.7,4.18816E+15,113
235,2018-03-16 5:07,6.45,4.6819E+12,74
2090,2018-03-16 6:18,2.57,4.2791E+18,147
2297,2018-03-16 10:19,1.97,3.76028E+14,87
1769,2018-03-16 13:00,10.09,3.00783E+13,68
62,2018-03-16 16:57,5.59,4.27647E+12,24
361,2018-03-16 21:30,9.72,5.5706E+15,98
2236,2018-03-16 21:38,4.09,5.17595E+15,40
141,2018-03-17 0:58,2.73,4.18816E+15,34
826,2018-03-17 1:16,3.14,4.6819E+12,120
1255,2018-03-17 8:07,10.36,3.0143E+13,44
1958,2018-03-17 10:10,3.45,4.74104E+12,93
2136,2018-03-17 14:17,5.33,3.53565E+15,28
2679,2018-03-17 16:30,17.59,5.17595E+15,145
2062,2018-03-17 16:30,5.22,2.13194E+14,8
2053,2018-03-17 18:22,2.56,4.31965E+12,77
1433,2018-03-17 21:08,13.27,4.76105E+18,76
1013,2018-03-17 21:41,12.21,4.71177E+15,134
1390,2018-03-18 1:20,12.13,6.50024E+15,4
1911,2018-03-18 7:23,10.47,5.03843E+11,51
1972,2018-03-18 11:51,4.07,5.0188E+11,24
2684,2018-03-18 12:29,18.28,3.72415E+14,89
1225,2018-03-18 14:23,10.49,4.72378E+18,27
2335,2018-03-18 17:59,3.09,4.15072E+15,51
1074,2018-03-18 18:55,11.22,4.86676E+18,79
3156,2018-03-18 19:02,18.27,4.27647E+12,76
83,2018-03-18 19:05,2.94,6.01199E+15,97
3429,2018-03-18 20:00,1.56,5.36178E+15,71
2487,2018-03-18 21:22,16.72,4.74104E+12,50
3189,2018-03-18 22:43,20.38,4.2791E+18,56
2223,2018-03-18 23:29,1.56,4.71177E+15,133
1532,2018-03-19 5:14,10.17,5.29719E+15,32
747,2018-03-19 5:53,0.92,3.4412E+14,47
157,2018-03-19 8:40,10.26,3.76028E+14,33
2899,2018-03-19 16:35,14.85,4.15984E+18,125
2811,2018-03-19 19:55,18.84,5.03843E+11,34
2519,2018-03-19 21:18,15.28,4.83448E+15,20
1175,2018-03-19 22:03,11.17,5.50071E+15,91
1063,2018-03-19 22:28,10.31,3.51711E+15,56
2877,2018-03-19 22:56,15,5.50071E+15,21
1568,2018-03-19 23:50,11.05,4.2791E+18,36
3266,2018-03-20 2:31,18.14,4.498E+12,52
2535,2018-03-20 5:05,17,1.80099E+14,6
1518,2018-03-20 6:01,10.15,6.75911E+11,117
3410,2018-03-20 8:58,2.06,4.27647E+12,130
236,2018-03-20 10:19,852,5.0188E+11,35
916,2018-03-20 12:58,12.16,4.72378E+18,109
1821,2018-03-20 13:05,1011,3.0143E+13,141
3003,2018-03-20 15:18,18.41,5.36178E+15,139
1127,2018-03-20 15:47,11.54,4.50641E+15,53
3407,2018-03-20 17:15,1.64,4.86676E+18,60
2056,2018-03-21 1:10,3.2,4.71177E+15,100
1207,2018-03-21 4:04,10.54,3.51695E+15,107
552,2018-03-21 8:07,1.77,5.5706E+15,51
2966,2018-03-21 10:17,18.18,5.01809E+11,79
2707,2018-03-21 14:26,16.19,1.80099E+14,12
1905,2018-03-21 16:22,11.7,5.03843E+11,12
79,2018-03-21 17:16,7.24,4.6819E+12,137
2502,2018-03-21 18:06,16.71,4.74104E+12,90
2985,2018-03-21 20:15,16.3,4.64401E+18,124
2916,2018-03-21 21:49,15.95,4.26849E+15,145
107,2018-03-22 0:52,5.39,4.64401E+18,138
1971,2018-03-22 8:20,4.98,4.16531E+18,49
288,2018-03-22 10:13,6.82,4.86676E+18,112
1344,2018-03-22 10:34,10.45,3.56195E+15,33
2853,2018-03-22 11:56,18.3,3.51711E+15,35
1407,2018-03-22 13:13,11.2,4.7432E+18,76
601,2018-03-22 13:35,2.3,4.6819E+12,55
3188,2018-03-22 14:16,13.88,3.00633E+13,19
945,2018-03-22 23:42,11.36,6.01199E+15,59
694,2018-03-23 7:13,1.46,3.76028E+14,121
541,2018-03-23 7:49,2.79,3.76028E+14,41
2907,2018-03-23 9:31,14.26,5.03843E+11,43
1161,2018-03-23 12:13,11.46,4.6819E+12,99
1886,2018-03-23 15:04,10.45,2.13194E+14,120
2849,2018-03-23 17:23,18.88,5.13584E+15,136
2292,2018-03-23 18:20,3.41,3.00783E+13,8
3379,2018-03-24 0:51,3.08,4.7432E+18,87
2965,2018-03-24 1:13,15.83,5.13584E+15,133
950,2018-03-24 2:22,11.11,4.76105E+18,137
1474,2018-03-24 4:51,10.04,4.6819E+12,149
1587,2018-03-24 9:19,12.34,5.50071E+15,42
1804,2018-03-24 11:29,11.94,3.56107E+15,80
1709,2018-03-24 12:10,10.14,4.74104E+12,114
3104,2018-03-24 13:54,18.64,4.72378E+18,14
1375,2018-03-24 14:58,10.91,6.50024E+15,104
2626,2018-03-24 17:21,18.1,5.5706E+15,64
3485,2018-03-24 18:16,1.81,4.02791E+15,119
1297,2018-03-24 22:30,10.15,6.01199E+15,83
1784,2018-03-24 22:45,10.78,1.80099E+14,44
2548,2018-03-25 0:54,15.48,5.36178E+15,107
27,2018-03-25 5:17,6.7,4.58696E+18,95
46,2018-03-25 8:27,5.17,3.00783E+13,19
1116,2018-03-25 12:33,11.05,3.76028E+14,89
2037,2018-03-25 13:07,2.62,4.18816E+15,65
2648,2018-03-25 13:31,19.6,3.4412E+14,93
1922,2018-03-25 15:00,12.27,4.71177E+15,108
1118,2018-03-25 15:27,11.38,5.36178E+15,139
1317,2018-03-25 17:32,11.37,4.50641E+15,36
1993,2018-03-25 19:05,4.57,3.56195E+15,137
566,2018-03-26 2:44,3.11,4.50641E+15,60
2385,2018-03-26 5:08,4.43,4.26369E+15,97
1620,2018-03-26 7:41,1009,3.0182E+13,111
2895,2018-03-26 8:08,19.34,5.50071E+15,96
204,2018-03-26 8:14,6.2,5.01809E+11,45
529,2018-03-26 12:28,2.16,3.76028E+14,53
1447,2018-03-26 18:39,10.27,4.83448E+15,16
2139,2018-03-26 22:58,2.85,4.96292E+18,75
951,2018-03-27 2:40,13.77,4.26369E+15,48
766,2018-03-27 7:04,0.78,4.26849E+15,48
1215,2018-03-27 12:20,11.01,3.00783E+13,95
2865,2018-03-27 17:52,17.38,3.0143E+13,43
2453,2018-03-27 18:10,15.79,5.29719E+15,30
583,2018-03-27 19:33,2.55,5.50071E+15,23
1936,2018-03-27 21:24,4.39,4.16531E+18,92
1989,2018-03-28 4:11,3.05,5.29719E+15,70
2953,2018-03-28 5:30,19.55,3.0143E+13,23
2570,2018-03-28 7:36,16.36,4.16531E+18,67
3405,2018-03-28 11:15,2.45,4.15984E+18,24
1711,2018-03-28 13:00,11.63,3.56107E+15,35
2792,2018-03-28 14:44,18.68,3.0143E+13,149
3151,2018-03-28 14:52,16.68,4.53999E+15,119
2496,2018-03-28 19:25,14.22,4.15072E+15,46
1810,2018-03-28 23:13,10.92,3.51711E+15,82
1387,2018-03-28 23:56,10.46,4.96292E+18,26
3347,2018-03-29 0:33,1.41,5.84227E+11,2
478,2018-03-29 6:38,5.39,5.36178E+15,3
154,2018-03-29 11:42,6.57,3.58135E+15,150
2642,2018-03-29 13:21,16.07,4.71177E+15,74
576,2018-03-29 14:43,1.46,4.27647E+12,138
1734,2018-03-29 17:18,10.59,4.71177E+15,83
3364,2018-03-29 18:31,3.21,3.76028E+14,149
752,2018-03-29 18:33,2.53,3.4412E+14,21
2495,2018-03-29 20:01,18.62,4.86676E+18,11
1974,2018-03-30 5:38,4.91,4.15984E+18,18
400,2018-03-30 6:01,7.55,4.02791E+15,59
1862,2018-03-30 8:12,12.96,4.26849E+15,103
1537,2018-03-30 8:28,10.53,4.18816E+15,13
457,2018-03-30 12:57,6.27,4.15984E+18,33
3106,2018-03-30 15:39,19.87,5.01809E+11,33
817,2018-03-30 16:04,1.52,4.7432E+18,104
1153,2018-03-30 17:01,10.58,4.76105E+18,3
2220,2018-03-30 17:36,1.26,3.51711E+15,61
2743,2018-03-30 18:46,17.2,5.03843E+11,138
507,2018-03-30 21:04,3.08,4.498E+12,80
274,2018-03-30 22:54,6.43,4.26849E+15,126
1145,2018-03-30 23:00,10.79,4.72378E+18,135
1072,2018-03-31 0:50,11.53,3.51711E+15,139
1271,2018-03-31 3:26,10.46,4.71177E+15,53
3042,2018-03-31 4:35,16.53,5.5706E+15,90
2941,2018-03-31 6:08,14.21,4.27647E+12,87
2435,2018-03-31 8:48,3.65,5.36178E+15,129
2897,2018-03-31 9:18,13.98,5.17595E+15,75
2653,2018-03-31 12:54,18.59,4.7432E+18,109
909,2018-03-31 16:18,11.41,4.7432E+18,30
3335,2018-03-31 17:56,2.35,3.0182E+13,111
3235,2018-03-31 20:12,21.04,3.72415E+14,103
390,2018-03-31 21:50,4.22,4.96292E+18,24
179,2018-03-31 22:41,6.82,3.0143E+13,92
1934,2018-03-31 23:13,1.56,3.4412E+14,142
739,2018-04-01 1:48,1.71,3.00783E+13,19
774,2018-04-01 7:17,100,4.31965E+12,111
2332,2018-04-01 11:54,1.08,6.75911E+11,140
1177,2018-04-01 13:53,14.36,2.13194E+14,40
2669,2018-04-01 15:55,18.67,5.5706E+15,82
1402,2018-04-01 17:19,10.81,4.64401E+18,123
2419,2018-04-01 19:06,1.29,3.5822E+15,54
2564,2018-04-01 19:59,17.75,4.71177E+15,83
1930,2018-04-01 20:08,4.18,4.6819E+12,136
2124,2018-04-01 21:08,2.62,4.31965E+12,82
294,2018-04-02 1:50,7.08,3.72415E+14,138
902,2018-04-02 14:52,11.24,4.53999E+15,42
2616,2018-04-02 18:34,17.15,3.72415E+14,80
1806,2018-04-02 22:19,11.15,4.64401E+18,26
386,2018-04-03 1:38,5.08,4.15072E+15,8
1359,2018-04-03 3:23,1077,3.4412E+14,100
1314,2018-04-04 0:47,10.28,3.56195E+15,38
955,2018-04-04 1:34,10.29,5.36178E+15,145
518,2018-04-04 6:41,6.07,3.00783E+13,122
1107,2018-04-04 10:11,10.56,4.15072E+15,102
2466,2018-04-04 12:57,16.61,4.72378E+18,53
2471,2018-04-05 1:29,16.22,4.7432E+18,124
592,2018-04-05 2:07,2.04,3.5822E+15,4
2529,2018-04-05 4:38,13.83,6.01199E+15,57
3195,2018-04-05 6:19,17.54,3.76028E+14,134
460,2018-04-05 12:46,5.53,4.26849E+15,128
2624,2018-04-05 19:52,14.39,3.0182E+13,93
1604,2018-04-05 22:50,11.37,1.80099E+14,92
3228,2018-04-06 0:53,15.8,4.26849E+15,26
2225,2018-04-06 2:30,1.44,4.26369E+15,72
2689,2018-04-06 2:42,13.57,5.13584E+15,60
629,2018-04-06 13:03,1.43,3.56195E+15,118
2042,2018-04-06 13:45,1.59,5.84227E+11,141
3495,2018-04-06 14:08,2.94,4.7432E+18,80
861,2018-04-06 16:57,1.02,1.80099E+14,50
2809,2018-04-06 17:25,15.32,4.58696E+18,135
2366,2018-04-06 17:48,1.78,4.18816E+15,56
2137,2018-04-06 19:58,4.44,3.76028E+14,34
2771,2018-04-07 4:37,15.11,5.36178E+15,142
3053,2018-04-07 7:18,14.8,5.29719E+15,23
3412,2018-04-07 8:18,2.58,5.03843E+11,120
338,2018-04-07 9:06,3.22,4.6819E+12,124
1389,2018-04-07 9:36,10.38,4.02791E+15,99
1964,2018-04-07 14:02,5.55,3.00633E+13,59
1642,2018-04-07 15:15,10.8,5.13584E+15,24
2964,2018-04-07 15:21,17.64,4.2791E+18,65
396,2018-04-07 16:40,6.5,6.75911E+11,122
1750,2018-04-07 20:28,10.92,3.76028E+14,20
2243,2018-04-08 4:28,3.79,5.50071E+15,71
398,2018-04-08 5:03,7.18,4.2791E+18,50
1341,2018-04-08 6:03,1063,4.31965E+12,16
1251,2018-04-08 7:06,11.73,3.56195E+15,83
327,2018-04-08 9:08,4.34,4.2791E+18,71
1662,2018-04-08 9:46,10.53,5.17595E+15,65
1508,2018-04-08 11:31,11.26,6.75911E+11,108
2129,2018-04-08 14:37,4.58,5.29719E+15,105
1944,2018-04-08 16:34,1.49,3.53565E+15,109
1113,2018-04-08 18:03,10.15,3.72415E+14,84
1130,2018-04-08 18:14,10.06,4.31965E+12,96
220,2018-04-08 18:49,8.07,5.36178E+15,74
3460,2018-04-08 20:15,1.21,3.56107E+15,37
2873,2018-04-08 21:13,16.24,4.71177E+15,124
1312,2018-04-08 21:40,10.14,3.00633E+13,26
3184,2018-04-09 2:20,17.81,4.16531E+18,78
1427,2018-04-09 4:09,10.01,3.53565E+15,54
3190,2018-04-09 4:21,16.43,4.72378E+18,107
2675,2018-04-09 6:41,21.02,5.17595E+15,50
3020,2018-04-09 7:08,17.73,4.15072E+15,61
2320,2018-04-09 8:30,1.99,4.53999E+15,124
3423,2018-04-09 10:24,283,4.76105E+18,50
600,2018-04-09 10:33,1.91,3.00633E+13,76
2278,2018-04-09 10:45,3.65,5.36178E+15,113
329,2018-04-09 18:28,269,4.31965E+12,36
2904,2018-04-09 18:40,17.76,4.2791E+18,116
489,2018-04-09 18:59,8.31,4.7432E+18,14
2201,2018-04-09 19:04,1.77,5.36178E+15,9
3329,2018-04-09 20:12,3.41,1.80099E+14,98
940,2018-04-09 21:08,10.47,3.00633E+13,103
1092,2018-04-09 21:26,11.24,4.64401E+18,77
287,2018-04-09 23:29,5.54,5.84227E+11,11
1515,2018-04-10 2:51,10.71,3.51711E+15,91
408,2018-04-10 6:08,543,3.51695E+15,63
892,2018-04-10 9:14,10.32,5.29719E+15,14
3185,2018-04-10 12:54,15.81,5.84227E+11,115
1493,2018-04-10 13:16,10.3,4.76105E+18,134
503,2018-04-10 17:14,7.33,4.26849E+15,86
894,2018-04-10 17:25,10.13,4.02791E+15,67
2317,2018-04-10 17:32,3.86,3.00633E+13,45
2052,2018-04-10 17:43,1.5,6.50024E+15,40
1163,2018-04-10 23:03,10.24,4.31965E+12,101
1400,2018-04-11 0:35,10.48,4.96292E+18,21
764,2018-04-11 2:50,325,3.0182E+13,45
1186,2018-04-11 4:05,12.35,5.13584E+15,119
3247,2018-04-11 4:29,20.13,4.26849E+15,126
2889,2018-04-11 5:08,19.28,4.15984E+18,145
2816,2018-04-11 8:26,16.07,5.13584E+15,34
313,2018-04-11 16:45,4.28,3.00633E+13,10
3330,2018-04-11 18:29,2.12,4.15072E+15,88
1880,2018-04-12 1:35,10.34,3.53565E+15,143
949,2018-04-12 2:37,11.94,3.58135E+15,72
